Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Event_Date
20150507X20449,Incident,ERA15IA206,2015-05-03,"Teterboro, NJ",United States,040514N,0007445W,TEB,TETERBORO,Non-Fatal,Minor,Airplane,N784JS,Cessna,525B,No,2.0,Turbo Fan,135,NSCH,,Superior Air Charter LLC,0.0,0.0,0.0,0.0,VMC,,"The overstress fracture of the nose landing gear actuator (NLG) attachment lug during tow operations, which resulted in the collapse of the NLG.",25-09-2020,2015-05-03
20150511X92031,Incident,CEN15IA225,2015-05-05,"New Orleans, LA",United States,295936N,0901533W,,,Non-Fatal,Minor,Airplane,N941FR,Airbus,A319 112,No,2.0,Turbo Fan,121,SCHD,,FRONTIER AIRLINES INC,0.0,0.0,0.0,136.0,VMC,,"The ingression of moisture into the windshields laminate layer, which induced electrical arcing in the windshield heating system that subsequently cracked the outer glass pane of the windshield.",25-09-2020,2015-05-05
20150522X05828,Incident,ENG15WA022,2015-05-06,"Bogota, Colombia, Colombia",Colombia,004425N,0074849W,,,Non-Fatal,Minor,Airplane,HK4262,Boeing,727-2F9,No,2.0,Turbo Fan,,,,,0.0,0.0,0.0,4.0,,,,25-09-2020,2015-05-06
20150514X71458,Accident,ERA15LA210,2015-05-14,"Tullahoma, TN",United States,352229N,0861428W,THA,Tullahoma Regional Airport,Non-Fatal,Minor,Airplane,N110PS,Aviat Inc,PITTS S-2B,No,1.0,Reciprocating,091,,Personal,HARTVIGSEN THOMAS E,0.0,0.0,1.0,1.0,VMC,,"The pilots inadequate visual lookout, which resulted in his airplane landing on top of the other airplane.",25-09-2020,2015-05-14
20150605X52542,Incident,ENG15IA024,2015-06-05,"Windsor Locks, CT",United States,415621N,0072410W,BDL,BRADLEY INTL,Non-Fatal,Minor,Airplane,N363PH,Bombardier Inc,DHC 8,No,2.0,Turbo Prop,121,SCHD,,CHAMPLAIN ENTERPRISES INC,0.0,0.0,0.0,37.0,VMC,,The arcing failure of the windshield heat power wire on the right windshield due to unknown reasons. Contributing to the severity of the fire was the lack of training or guidance provided to the crew for selecting the windshield heat to off that would cut power to the circuit.,14-06-2021,2015-06-05
20150610X80622,Incident,DCA15WA130,2015-06-07,"Turin, Italy",Italy,,,,,Non-Fatal,Minor,Airplane,YR-BAQ,Boeing,737 - 4D7,No,1.0,,,,,,0.0,0.0,0.0,160.0,,,,25-09-2020,2015-06-07
20150615X05941,Incident,DCA15WA135,2015-06-09,"Sao Luis City, Brazil",Brazil,,,,,Non-Fatal,Minor,Airplane,PR-SDL,Boeing,737 - 3S3,No,1.0,,,,,,0.0,0.0,0.0,2.0,,,,25-09-2020,2015-06-09
20150731X44501,Incident,WPR15WA225,2015-07-05,"Tamuning,",United States,013292N,1444749E,,,Non-Fatal,Minor,Airplane,HL8224,Boeing,737-800,No,1.0,,,,,Korean Airlines,0.0,0.0,0.0,82.0,,,,25-09-2020,2015-07-05
20150923X85658,Incident,DCA15WA196,2015-07-27,"New Delhi, India",India,,,,,Non-Fatal,Minor,Airplane,B-HUL,Boeing,747,No,1.0,,,,,Cathey Pacific,0.0,0.0,0.0,2.0,,,,25-09-2020,2015-07-27
20151112X63511,Incident,ERA16WA039,2015-08-01,"Corlu, Turkey",Turkey,041818N,0027559E,LTBU,Tekirdag Çorlu Airport,Non-Fatal,Minor,Airplane,N692BE,Cessna,650,No,2.0,Turbo Fan,NUSN,,Unknown,,0.0,0.0,0.0,6.0,,,,25-09-2020,2015-08-01
20150805X75232,Incident,CEN15IA337,2015-08-05,"Denver, CO",United States,395142N,1044023W,KDEN,Denver International Airport,Non-Fatal,Minor,Airplane,N779SW,Boeing,737,No,2.0,Turbo Fan,121,SCHD,,Southwest Airlines,0.0,0.0,0.0,148.0,VMC,,"The gate lead/pushback driver's failure to recognize that the provisioning truck was within the safety zone of the gate during his walkaround due to distractions, which resulted in the subsequent collision between the airplane and the truck. Contributing to the collision was the provisioning truck driver's failure to recognize he was parked in the safety zone of an active gate adjacent to his assigned gate, and the guide agent's improper assumption that the safety zone was properly cleared by the gate lead/pushback driver.",25-09-2020,2015-08-05
20150811X22104,Incident,OPS15IA020,2015-08-08,"Max, NE",United States,040823N,1012141W,,,Non-Fatal,Minor,Airplane,N332NW,Airbus Industrie,A320 211,No,2.0,Turbo Fan,121,SCHD,,Delta Air Lines,0.0,0.0,0.0,124.0,IMC,,"The flight crew's continued flight into a closing gap between areas of thunderstorm activity and their failure to maintain the required lateral separation from the thunderstorms, which resulted in the airplane's encounter with hail and subsequent airplane damage.

Contributing to the incident were the company flight dispatcher's failure to provide complete and timely weather information to the flight crew and the Denver air route traffic controller's failure to provide significant pilot weather report information and alert the pilots of existing and worsening hazardous weather along their flight route, as required by Federal Aviation directives, both of which led to the airplane's encounter with hail.",25-09-2020,2015-08-08
20160630X91359,Incident,ERA15WA383,2015-08-15,"Boyaca, Colombia",Colombia,054542N,0073633W,SKPA,Juan Jose Rondon Airport,Non-Fatal,Minor,Airplane,N188RU,Beech,350,No,1.0,,NUSN,,Personal,Ladrillera Santafe,0.0,0.0,0.0,11.0,VMC,,,25-09-2020,2015-08-15
20150818X05411,Accident,ERA15LA319,2015-08-16,"New Holland, PA",United States,040732N,0076621W,,,Non-Fatal,Minor,Balloon,N40104,Head,AX9 118,No,1.0,,091,,Other Work Use,,0.0,1.0,2.0,0.0,VMC,,"The pilot's failure to adequately secure the vent line, which resulted in the premature deflation of the balloons envelope and its subsequent contact with power lines. Contributing to the accident were the pilot's choice of an unsuitable landing area, which had power lines opposite the approach end, and his subsequent failure to maintain adequate clearance from the lines during the landing.",25-09-2020,2015-08-16
20150818X00406,Incident,WPR15IA244,2015-08-17,"Page, AZ",United States,365534N,1112654W,,,Non-Fatal,Minor,Airplane,N771RT,Quest,KODIAC 100,No,1.0,Turbo Prop,135,NSCH,,Arrow West Aviation,0.0,0.0,0.0,6.0,VMC,,"The pilot's inadvertent failure to engage the seat in the locked position before takeoff, which resulted in the seat sliding back during the takeoff roll and a subsequent loss of directional control. Contributing to the incident was the seat locking mechanism's design of limited feedback, which made it difficult to verify if the seat stops were positively engaged.",25-09-2020,2015-08-17
20150827X82014,Incident,CEN15IA385,2015-08-27,"Joliet, IL",United States,413440N,0881023W,,,Non-Fatal,Minor,Airplane,N900AM,Piper,PA-23-250,No,2.0,Reciprocating,091,,Positioning,AERIAL IMAGING INC,0.0,0.0,0.0,1.0,VMC,,A bird strike.,25-09-2020,2015-08-27
20150828X45040,Incident,WPR15IA252,2015-08-27,"Scottsdale, AZ",United States,333722N,1115438W,SDL,Scottsdale,Non-Fatal,Minor,Airplane,N915TD,Cirrus,SR22,No,1.0,Reciprocating,091,,Instructional,,0.0,0.0,0.0,3.0,VMC,,The failure of the nose landing gear due to unanticipated fatigue loads.,25-09-2020,2015-08-27
20150923X00156,Incident,DCA15WA198,2015-09-16,"Miami, FL",United States,254649N,0801159W,,,Non-Fatal,Minor,Airplane,A7-BAC,Boeing,777,No,1.0,,129,,,Qatar Airways,0.0,0.0,0.0,279.0,,,,25-09-2020,2015-09-16
20150921X05442,Incident,WPR15IA263,2015-09-21,"Idaho Falls, ID",United States,433049N,0112415W,IDA,IDAHO FALLS RGNL,Non-Fatal,Minor,Airplane,N7269T,Cessna,T206H,No,1.0,Reciprocating,091,,Aerial Observation,Aero-Graphics Inc.,0.0,2.0,0.0,0.0,VMC,,An in-flight fire during initial climb due to the separation of the engine's turbocharger wastegate overboard exhaust tailpipe. Contributing to the accident was the owner's decision to not comply with a service bulletin that addressed the tailpipe separation.,25-09-2020,2015-09-21
20151005X35533,Incident,ENG16IA001,2015-10-02,"Russian airspace, Japan",Japan,551259N,0160635E,,,Non-Fatal,Minor,Airplane,N662US,Boeing,747,No,4.0,Turbo Fan,121,SCHD,,Delta Air Lines,0.0,0.0,0.0,367.0,UNK,,The PW4056 engine experienced an in-flight loss of power because of damage to the low-pressure turbine (LPT) because of the inadequate overhaul inspection and repair instructions that existed at the time of the LPT module's last overhaul.  A vane hook in the LPT case wore to the point to allow a 3rd stage turbine vane cluster to disengage and eventually fall into the path of the 3rd stage turbine blades causing extensive downstream damage to the LPT module.,25-09-2020,2015-10-02
20151103X04738,Incident,DCA16WA017,2015-11-02,"San Luis Potosi, Mexico",Mexico,,,MMSP,Ponciano Arriaga Intl Airport,Non-Fatal,Minor,Airplane,N73444,Mcdonnell Douglas,DC 9 82(MD-82),No,1.0,,,,,EVERTS AIR FUEL,0.0,0.0,0.0,3.0,,,,25-09-2020,2015-11-02
20151103X94029,Incident,DCA16WA016,2015-11-02,"Nicosia, Cyprus",Cyprus,,,,,Non-Fatal,Minor,Airplane,TC-CPO,Boeing,737,No,1.0,,,,,,0.0,0.0,0.0,185.0,,,,25-09-2020,2015-11-02
20151109X01039,Incident,WPR16IA025,2015-11-07,"Paso Robles, CA",United States,354022N,1203737W,PRB,PASO ROBLES MUNI,Non-Fatal,Minor,Airplane,N999VX,Cirrus Design Corp,SR22T,No,1.0,Reciprocating,091,,Instructional,,0.0,0.0,0.0,5.0,VMC,,"The failure of the nose landing gear due to unanticipated fatigue loads.",25-09-2020,2015-11-07
20151123X43413,Accident,GAA16CA058,2015-11-15,"Greeley, CO",United States,402615N,0104380W,GXY,GREELEY-WELD COUNTY,Non-Fatal,Minor,Airplane,N70522,Piper,J3C,No,1.0,Reciprocating,091,,Personal,"BELLEAU, JAMES R.",0.0,0.0,0.0,2.0,VMC,,"The pilot of the following airplane failed to maintain adequate spacing during the taxi to the runway, resulting in a collision with the lead airplane.",25-09-2020,2015-11-15
20151229X32052,Incident,WPR16IA044,2015-12-08,"Seal Beach, CA",United States,334518N,0118332W,,,Non-Fatal,Minor,Airplane,N932AC,Cessna Aircraft Co,LC41-550FG,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,"Improper maintenance performed on the left magneto which led to a loss of engine power. Contributing to the incident was the pilot's failure to check the magnetos in flight in compliance with manufacturers guidance regarding rough running engine. The pilot's decision to continue the flight after experiencing the rough running engine contributed to the necessity for a forced landing. 

 
",25-09-2020,2015-12-08
20160112X41357,Incident,CEN16WA081,2015-12-29,"Cascais, Portugal",Portugal,092118N,0384330E,LPCS,Cascais Aerodrome,Non-Fatal,Minor,Airplane,G-CHZI,Cessna,172RG,No,1.0,,NUSN,,Instructional,Omni Aviation Training Center,0.0,0.0,0.0,2.0,,,,25-09-2020,2015-12-29
20160111X95013,Incident,DCA16WA047,2016-01-06,"Saarbrucken, Germany",Germany,,,EDDR,Saarbrucken,Non-Fatal,Minor,Airplane,EC-HJC,Swearingen,SA226,No,1.0,,,,,Zorex Air Transport,0.0,0.0,0.0,2.0,,,,25-09-2020,2016-01-06
20160120X82009,Incident,CEN16IA091,2016-01-12,"Little Rock, AR",United States,344346N,0921329W,LIT,BILL AND HILLARY CLINTON NATIO,Non-Fatal,Minor,Unknown,N200LP,Mitsubishi,MU 300,No,1.0,Turbo Fan,135,NSCH,,CENTRAL FLYING SERVICE INC,0.0,0.0,0.0,4.0,VMC,,"The flight crew's inadequate preflight inspection of the airplane, during which they failed to see a fueling mat that had been placed on the inboard trailing edge of the right wing, which the right engine subsequently ingested during the takeoff roll. Contributing to the incident was the airplane fueler's failure to remove the fuel mat after fueling the airplane.",25-09-2020,2016-01-12
20160201X82558,Incident,DCA16WA083,2016-01-13,"Lisbon, Portugal",Portugal,,,LPPT,Lisbon Airport,Non-Fatal,Minor,Airplane,D2-TEI,Boeing,777,No,1.0,,,,,TAAG ANGOLA AIRLINES,0.0,0.0,0.0,277.0,,,,25-09-2020,2016-01-13
20160411X35240,Accident,CEN16WA148,2016-01-14,"Leicestershire, United Kingdom",United Kingdom,,,,,Non-Fatal,Minor,Airplane,G-MAPP,Cessna,402,No,1.0,,,,,,0.0,0.0,0.0,3.0,,,,25-09-2020,2016-01-14
20160201X65115,Incident,ERA16WA099,2016-01-15,"Istanbul, Turkey",Turkey,405915N,0284830E,LTBA,Istanbul Ataturk,Non-Fatal,Minor,Airplane,TC-AHE,Cessna,550,No,1.0,,NUSN,,Unknown,Panjet,0.0,0.0,0.0,4.0,,,,25-09-2020,2016-01-15
20160204X80119,Accident,WPR16LA063,2016-02-03,"San Diego, CA",United States,324919N,1165812W,SEE,Gillespie Field Airport,Non-Fatal,Minor,Airplane,N499DR,Cessna,172S,No,1.0,Reciprocating,091,,Instructional,CALIFORNIA FLIGHT ACADEMY,0.0,0.0,0.0,4.0,VMC,,"The flight instructors failure to maintain awareness while parked on the ramp with the engine operating, which resulted in impact with another parked airplane.",25-09-2020,2016-02-03
20160214X54444,Accident,WPR16LA070,2016-02-13,"Petaluma, CA",United States,381727N,1223727W,,,Non-Fatal,Minor,Balloon,N3647A,Aerostar International,RX8,No,1.0,,091,,Business,SOWERS WILLIAM H,0.0,0.0,1.0,3.0,VMC,,"The pilot's inadequate compensation for wind during the landing approach, which resulted in the balloons basket impacting a metal fence and a passenger sustaining serious injuries.",25-09-2020,2016-02-13
20160216X81612,Accident,GAA16CA132,2016-02-13,"Chino, CA",United States,335829N,1173811W,CNO,CHINO,Non-Fatal,Minor,Airplane,N67086,Consolidated Vultee,BT 15,No,1.0,Reciprocating,091,,Personal,Curtiss Bruce Christenson,0.0,0.0,0.0,2.0,VMC,,"The taxiing pilot's failure to remain a safe distance from the stopped airplane while taxiing to the run-up area, resulting in a ground collision and substantial damage.",25-09-2020,2016-02-13
20160218X94149,Accident,DCA16CA094,2016-02-17,"Detroit, MI",United States,421227N,0083217W,DTW,DETROIT METROPOLITAN WAYNE COU,Non-Fatal,Minor,Airplane,N925NN,Boeing,737,No,2.0,Turbo Fan,121,SCHD,,American Airlines,0.0,0.0,0.0,155.0,VMC,,"N925NN flight crew's incorrect evaluation of the clearance between the two aircraft, leading to the inadvertent collision of the winglet with the horizontal stabilizer and elevator of N784SW.",25-09-2020,2016-02-17
20160316X01800,Incident,ERA16WA132,2016-03-09,"Doha, Qatar",Qatar,251623N,0513629E,OTHH,Hamad International Airport,Non-Fatal,Minor,Airplane,A6RJE,Learjet,60,No,2.0,Turbo Fan,NUSN,,Unknown,Royal Jet LLC,0.0,0.0,0.0,7.0,UNK,,,25-09-2020,2016-03-09
20160315X21544,Incident,CEN16WA124,2016-03-14,"Lugano, Eswatini",Eswatini,046013N,0085437E,LSZA,Lugano,Non-Fatal,Minor,Airplane,HB-VWM,Cessna,525,No,2.0,,NUSN,,Executive/corporate,Nomad Aviation AG,0.0,0.0,0.0,6.0,,,,,2016-03-14
20160512X42609,Incident,ANC16WA026,2016-03-21,"Kagoshima, Japan",Japan,,,,,Non-Fatal,Minor,Airplane,JA01YK,Cirrus,SR22,No,1.0,,,,,,0.0,0.0,0.0,5.0,,,,25-09-2020,2016-03-21
20160325X84311,Incident,DCA16WA110,2016-03-25,"Nassau, Bahamas",Bahamas,,,,,Non-Fatal,Minor,Airplane,N273JB,Embraer,ERJ 190 100 IGW,No,1.0,,,,,jetBlue Airways,0.0,0.0,0.0,100.0,,,,25-09-2020,2016-03-25
20160412X90826,Incident,CEN16WA150,2016-04-06,"Bern, Eswatini",Eswatini,465444N,0071724E,LSZB,Berne Airport,Non-Fatal,Minor,Helicopter,HB-ZGO,Robinson,R22 BETA,No,1.0,Reciprocating,,,,,0.0,0.0,0.0,2.0,VMC,,,25-09-2020,2016-04-06
20160531X90157,Incident,DCA16WA166,2016-05-25,"Boston, MA",United States,422134N,0071339W,,,Non-Fatal,Minor,Airplane,C-FHOS,Embraer,ERJ190,No,1.0,,129,SCHD,,AIR CANADA,0.0,0.0,0.0,65.0,,,,25-09-2020,2016-05-25
20160606X44435,Incident,DCA16WA176,2016-06-05,"Paris, France",France,,,,,Non-Fatal,Minor,Airplane,N777AS,Boeing,777 24Q,No,2.0,Turbo Fan,125,NSCH,,Mid East Jet,0.0,0.0,0.0,9.0,,,,25-09-2020,2016-06-05
20160819X20959,Incident,CEN16WA327,2016-06-13,"Manchester, United Kingdom",United Kingdom,,,EGCB,Manchester Barton Airport,Non-Fatal,Minor,Helicopter,G-BZGO,Robinson,R44,No,1.0,,UNK,,,,0.0,0.0,0.0,2.0,,,,25-09-2020,2016-06-13
20160620X30745,Incident,ERA16WA221,2016-06-16,"Rionegro, Colombia",Colombia,061018N,0752528W,SKRG,Jose Maria Cordova Int'l,Non-Fatal,Minor,Airplane,N963CH,Gulfstream,GULFSTREAM150,No,2.0,Turbo Fan,091,,Business,,0.0,0.0,0.0,5.0,VMC,,,25-09-2020,2016-06-16
20160711X40951,Incident,ERA16WA249,2016-06-21,"Lima, Peru",Peru,012119S,0077652W,SPJC,Jorge Chavez International,Non-Fatal,Minor,Airplane,OB-2104-P,Beech,B200,No,1.0,,,,,Aerolinea Del Caribe Peru,0.0,0.0,0.0,3.0,UNK,,,25-09-2020,2016-06-21
20160627X35213,Incident,CEN16WA232,2016-06-23,"Hannover, Germany",Germany,,,EDDV,Hannover Airport,Non-Fatal,Minor,Airplane,OO-SAD,Beech,65A90,No,1.0,,NUSN,,,,0.0,0.0,0.0,1.0,,,,25-09-2020,2016-06-23
20160630X70958,Incident,CEN16IA238,2016-06-27,"Zeeland, MI",United States,424834N,0855854W,Z98,Ottawa Executive,Non-Fatal,Minor,Helicopter,N518EG,Enstrom,280,No,1.0,Reciprocating,091,,Instructional,BLUE SUN AIR LLC,0.0,0.0,0.0,2.0,VMC,,"The exhaust band clamp failure, which resulted in an engine fire due to hot exhaust gases entering the engine compartment. ",25-09-2020,2016-06-27
20160707X02944,Incident,ENG16IA027,2016-07-07,"Jamaica, NY",United States,403829N,0734643W,JFK,JOHN F KENNEDY INTL,Non-Fatal,Minor,Airplane,N706TW,Boeing,757,No,1.0,Turbo Fan,121,SCHD,,DELTA AIR LINES INC,0.0,0.0,0.0,157.0,UNK,,"Maintenance personnel's failure to ensure proper installation of a fuel tube O-ring, which resulted in an undercowl engine fire during initial climb.",25-09-2020,2016-07-07
20160828X14750,Incident,DCA16WA216,2016-08-02,"Mbuji Mayi, Central Africa",Central Africa,006716S,0023348E,,,Non-Fatal,Minor,Airplane,9Q-DBJ,Boeing,737,No,1.0,,NUSC,,,,0.0,0.0,0.0,7.0,,,,25-09-2020,2016-08-02
20160812X71506,Incident,DCA16IA215,2016-08-12,"Wood, SD",United States,432955N,1002848W,,,Non-Fatal,Minor,Airplane,N632JB,Airbus,A320 232,No,2.0,Turbo Fan,121,SCHD,,JetBlue Airways,0.0,27.0,0.0,124.0,IMC,,an inadvertent encounter with convective turbulence while in cruise flight.,25-09-2020,2016-08-12
20160829X53416,Accident,GAA16CA454,2016-08-13,"Fort Lauderdale, FL",United States,261136N,0080951W,FXE,FORT LAUDERDALE EXECUTIVE,Non-Fatal,Minor,Airplane,N8166U,Piper,PA 34,No,2.0,Reciprocating,091,,Positioning,ELI AIR CENTER INC.,0.0,0.0,0.0,3.0,VMC,,"The pilot's failure to ensure that the brake was fully engaged and his subsequent failure to notice that his airplane was rolling forward, which resulted in it hitting another airplane.",25-09-2020,2016-08-13
20161214X65650,Incident,CEN16WA396,2016-09-20,"Cologne, Germany",Germany,505157N,0007834E,EDDK,Cologne/Bonn,Non-Fatal,Minor,Airplane,D-CPSW,Swearingen,SA227,No,2.0,Turbo Prop,,,,BINAIR Aero,0.0,0.0,0.0,2.0,VMC,,,25-09-2020,2016-09-20
20161014X31149,Incident,WPR17IA007,2016-10-13,"Missoula, MT",United States,465459N,0114526W,MSO,MISSOULA INTL,Non-Fatal,Minor,Airplane,N148Z,Short Bros,SD3 60 SHERPA,No,2.0,Turbo Prop,PUBU,,Ferry,USDA Forest Service,0.0,0.0,0.0,2.0,VMC,,"The failure of the nose landing gear down-lock piston to engage due to paint accumulation, which resulted in a nose landing gear collapse during landing. Also causal was the failure of the facility that performed the painting to comply with manufacturer guidance regarding painting of the airplane.",25-09-2020,2016-10-13
20161027X95255,Accident,ERA17LA029,2016-10-22,"Mount Ulla, NC",United States,354134N,0804238W,,,Non-Fatal,Minor,Balloon,N9015Y,Aerostar International,RX8,No,1.0,,091,,Other Work Use,UP UP AWAY HOT AIR BALLOON CO,0.0,0.0,1.0,4.0,VMC,,"The passenger's failure to follow the pilot's instructions for properly securing herself during landing, which resulted in her serious injury when the balloon landed hard and the basket was dragged.",25-09-2020,2016-10-22
20161027X20715,Incident,DCA17IA020,2016-10-27,"New York, NY",United States,040469N,0073536W,LGA,New Yor La Guardia,Non-Fatal,Minor,Airplane,N278EA,Boeing,737 7L9,No,2.0,Turbo Fan,121,NSCH,,"Eastern Airlines Group, Inc.,",0.0,0.0,0.0,48.0,IMC,,"The first officer's failure to attain the proper touchdown point and the flight crew's failure to call for a go-around, which resulted in the airplane landing more than halfway down the runway. Contributing to the incident were, the first officer's initiation of the landing flare at a relatively high altitude and his delay in reducing the throttles to idle, the captain's delay in manually deploying the speed brakes after touchdown, the captain's lack of command authority, and a lack of robust training provided by the operator to support the flight crew's decision-making concerning when to call for a go-around.",25-09-2020,2016-10-27
20170502X82208,Incident,WPR17WA095,2016-10-27,"Banswara, India",India,233239N,0742558E,,,Non-Fatal,Minor,Airplane,VH-KMB,Cessna,500,No,1.0,,,,,MINOVATION PTY. LTD.,0.0,0.0,0.0,9.0,,,,25-09-2020,2016-10-27
20161116X13203,Incident,CEN17WA040,2016-11-14,"Albrook, Panama",Panama,,,MPMG,Marcos A. Gelabert Intl.,Non-Fatal,Minor,Airplane,N303CZ,Bombardier,BD 100-1A10,No,2.0,,NUSN,,,Delaware Trust Co Trustee,0.0,0.0,0.0,2.0,VMC,,,25-09-2020,2016-11-14
20161221X32443,Accident,ANC17LA014,2016-11-21,"McGrath, AK",United States,625710N,1553620W,MCG,MC GRATH,Non-Fatal,Minor,Airplane,N4352F,Piper,PA 32R-300,No,1.0,Reciprocating,135,NSCH,,BIDZY TA HOT AANA CORP,0.0,0.0,1.0,3.0,VMC,,"The failure of the nose landing gear to extend and lock due to the failure of the alternator and reduced battery power due to the cold ambient temperature, which prohibited the electrically-driven hydraulic pump from supplying adequate hydraulic pressure to extend the nose landing gear. The cause of the left main landing gear collapse could not be determined, as there were no postaccident anomalies or malfunctions found when the landing gear was actuated following replacement of the alternator and battery.",25-09-2020,2016-11-21
20161130X21828,Incident,GAA17IA083,2016-11-29,"Salinas, CA",United States,363946N,1213623W,SNS,SALINAS MUNI,Non-Fatal,Minor,Airplane,N22AF,Cessna,560,No,2.0,Turbo Fan,091,,Personal,BILL MASSA CO INC,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain clearance from a parked helicopter.,25-09-2020,2016-11-29
20161205X55455,Incident,ENG17IA005,2016-12-04,"San Antonio, TX",United States,293153N,0098286W,SAT,SAN ANTONIO INTL,Non-Fatal,Minor,Airplane,N161SY,Embraer,ERJ170 200LR,No,2.0,Turbo Fan,121,SCHD,,SKYWEST AIRLINES INC,0.0,1.0,0.0,54.0,VMC,,"A failure of the nose landing gear down lock spring which precluded normal downlock operation of the nose landing gear.  The spring failure was due to the presence of too much retained austenite which led to the formation of progressive cracking and subsequent failure of the spring.",13-09-2021,2016-12-04
20170111X53648,Incident,DCA17WA053,2017-01-10,"Bournemouth, United Kingdom",United Kingdom,,,,,Non-Fatal,Minor,Airplane,G-FDZY,Boeing Company,BOEING 737-8K5,No,2.0,Turbo Fan,129,,,THOMSON AIRWAYS LTD,0.0,0.0,0.0,182.0,,,,25-09-2020,2017-01-10
20170222X73047,Incident,DCA17WA066,2017-01-20,"Darlot, Australia",Australia,,,,,Non-Fatal,Minor,Airplane,UNK,Avro,146,No,1.0,,,,,,0.0,0.0,0.0,2.0,,,,25-09-2020,2017-01-20
20170222X73751,Incident,DCA17WA068,2017-01-22,"Dhaka, India",India,,,,Dhaka,Non-Fatal,Minor,Airplane,VT-JTD,Boeing,737,No,1.0,,,,,,0.0,0.0,0.0,2.0,,,,25-09-2020,2017-01-22
20170131X24430,Incident,CEN17IA094,2017-01-27,"Sioux Falls, SD",United States,433442N,0964453W,FSD,JOE FOSS FIELD,Non-Fatal,Minor,Helicopter,N911MK,Eurocopter Deutschland Gmbh,MBB BK 117 C-2,No,2.0,Turbo Shaft,135,NSCH,,MRIS LLC,0.0,0.0,0.0,3.0,VMC,,"The gas generator rear bearing oil scavenge line blocked with coke, which resulted in oil overflow and a failed rear bearing due to a lack of oil lubrication. Contributing to the incident was the operator not completely performing the maintenance items and not utilizing an oil for higher temperatures.",05-05-2021,2017-01-27
20170222X73532,Incident,DCA17WA067,2017-02-03,"Edinburgh, United Kingdom",United Kingdom,,,,,Non-Fatal,Minor,Airplane,TF-BBB,Boeing,737,No,1.0,,,,,,0.0,0.0,0.0,2.0,,,,25-09-2020,2017-02-03
20171128X15414,Incident,ANC17RA055,2017-02-10,"Giseong-ri, South Korea",South Korea,,,,,Non-Fatal,Minor,Airplane,HL1171,Cessna,172,No,1.0,,,,,,0.0,0.0,0.0,2.0,,,,25-09-2020,2017-02-10
20170222X74447,Incident,DCA17WA070,2017-02-11,"Jeddah, Saudi Arabia",Saudi Arabia,,,,,Non-Fatal,Minor,Airplane,YI-AQZ,Boeing,777,No,1.0,,NUSC,SCHD,,Iraqi Airways,0.0,0.0,0.0,365.0,,,,25-09-2020,2017-02-11
20170317X92137,Accident,DCA17CA079,2017-03-10,"Dallas-Fort Worth (DFW), TX",United States,032540N,0097226W,,,Non-Fatal,Minor,Airplane,N9615W,Mcdonnell Douglas,DC 9 83(MD-83),No,2.0,Turbo Fan,121,SCHD,,American Airlines,0.0,0.0,1.0,106.0,IMC,,an inadvertent encounter with convective turbulence.,25-09-2020,2017-03-10
20170417X01326,Incident,CEN17IA155,2017-03-20,"Greeley, CO",United States,402536N,1043813W,GXY,GREELEY-WELD COUNTY,Non-Fatal,Minor,Airplane,N6402V,Cessna,172RG,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,"Failure of the left main landing gear actuator assembly, which resulted in an inability to extend the left main landing gear.
",25-09-2020,2017-03-20
20170410X71808,Incident,WPR17IA086,2017-04-10,"Livermore, CA",United States,374136N,1214913W,LVK,LIVERMORE MUNI,Non-Fatal,Minor,Airplane,N755R,Beech,A36TC,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,,25-09-2020,2017-04-10
20170424X40402,Incident,DCA17WA097,2017-04-17,"Amsterdam, Netherlands (the)",Netherlands,,,,,Non-Fatal,Minor,Airplane,VT-JEW,Boeing,777,No,1.0,,NUSC,,,Jet Airways,0.0,0.0,0.0,358.0,,,,25-09-2020,2017-04-17
20170502X65623,Accident,DCA17WA106,2017-04-28,"Keflavik, Iceland",Iceland,,,,,Non-Fatal,Minor,Airplane,YL-PSH,Boeing,737,No,1.0,,,,,,0.0,0.0,0.0,141.0,,,,25-09-2020,2017-04-28
20170616X21724,Incident,ERA17WA206,2017-05-18,"Poesoegroenoe, Suriname",Suriname,,,,,Non-Fatal,Minor,Airplane,PZ-VAC,Cessna,182,No,1.0,Reciprocating,NUSN,,Personal,,0.0,0.0,0.0,3.0,UNK,,,25-09-2020,2017-05-18
20170622X21612,Incident,CEN17WA240,2017-05-30,"Charleroi, Belgium",Belgium,502736N,0042710E,EBCI,Brussels South Charleroi,Non-Fatal,Minor,Airplane,OO-PRG,Reims Aviation S.A.,F150 M,No,1.0,Reciprocating,NUSN,,Instructional,Bluetail Flight School,0.0,0.0,0.0,2.0,VMC,,,25-09-2020,2017-05-30
